,page,date,total_visits
74,.xxx_en.wikipedia.org_all-access_all-agents,2016-03-15 00:00:00,75851489
75,.xxx_en.wikipedia.org_all-access_all-agents,2016-03-16 00:00:00,75510741
76,.xxx_en.wikipedia.org_all-access_all-agents,2016-03-17 00:00:00,72280428
77,.xxx_en.wikipedia.org_all-access_all-agents,2016-03-18 00:00:00,69165308
78,.xxx_en.wikipedia.org_all-access_all-agents,2016-03-19 00:00:00,64141678
79,.xxx_en.wikipedia.org_all-access_all-agents,2016-03-20 00:00:00,65116383
80,.xxx_en.wikipedia.org_all-access_all-agents,2016-03-21 00:00:00,70205014
81,.xxx_en.wikipedia.org_all-access_all-agents,2016-03-22 00:00:00,68121903
82,.xxx_en.wikipedia.org_all-access_all-agents,2016-03-23 00:00:00,72102491
83,.xxx_en.wikipedia.org_all-access_all-agents,2016-03-24 00:00:00,67441167
84,.xxx_en.wikipedia.org_all-access_all-agents,2016-03-25 00:00:00,65624872
85,.xxx_en.wikipedia.org_all-access_all-agents,2016-03-26 00:00:00,65431037
86,.xxx_en.wikipedia.org_all-access_all-agents,2016-03-27 00:00:00,68026850
87,.xxx_en.wikipedia.org_all-access_all-agents,2016-03-28 00:00:00,76093355
88,.xxx_en.wikipedia.org_all-access_all-agents,2016-03-29 00:00:00,72221529
89,.xxx_en.wikipedia.org_all-access_all-agents,2016-03-30 00:00:00,71285375
90,.xxx_en.wikipedia.org_all-access_all-agents,2016-03-31 00:00:00,69712380
91,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-01 00:00:00,66260792
92,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-02 00:00:00,70988570
93,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-03 00:00:00,75473450
94,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-04 00:00:00,81340858
95,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-05 00:00:00,79590139
96,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-06 00:00:00,79328406
97,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-07 00:00:00,73581649
98,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-08 00:00:00,70634514
99,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-09 00:00:00,70935719
100,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-10 00:00:00,72769564
101,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-11 00:00:00,79540087
102,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-12 00:00:00,78577574
103,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-13 00:00:00,76361974
104,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-14 00:00:00,74729243
105,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-15 00:00:00,71677906
106,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-16 00:00:00,69294275
107,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-17 00:00:00,73112141
108,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-18 00:00:00,82125031
109,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-19 00:00:00,80043155
110,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-20 00:00:00,78324524
111,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-21 00:00:00,79063058
112,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-22 00:00:00,74815510
113,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-23 00:00:00,71824372
114,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-24 00:00:00,76597462
115,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-25 00:00:00,84826824
116,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-26 00:00:00,77661611
117,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-27 00:00:00,76398047
118,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-28 00:00:00,76972286
119,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-29 00:00:00,71655034
120,.xxx_en.wikipedia.org_all-access_all-agents,2016-04-30 00:00:00,70182179
121,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-01 00:00:00,74461050
122,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-02 00:00:00,80078174
123,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-03 00:00:00,79631988
124,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-04 00:00:00,77890649
125,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-05 00:00:00,72319173
126,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-06 00:00:00,71271120
127,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-07 00:00:00,69838074
128,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-08 00:00:00,73505171
129,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-09 00:00:00,79989884
130,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-10 00:00:00,78743152
131,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-11 00:00:00,76841455
132,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-12 00:00:00,78571996
133,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-13 00:00:00,72833246
134,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-14 00:00:00,71960664
135,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-15 00:00:00,75775918
136,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-16 00:00:00,81900747
137,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-17 00:00:00,77854848
138,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-18 00:00:00,76173714
139,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-19 00:00:00,74574879
140,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-20 00:00:00,69178876
141,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-21 00:00:00,70444730
142,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-22 00:00:00,67665319
143,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-23 00:00:00,80151502
144,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-24 00:00:00,76149565
145,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-25 00:00:00,76556727
146,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-26 00:00:00,74291835
147,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-27 00:00:00,71491325
148,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-28 00:00:00,71352706
149,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-29 00:00:00,74346902
150,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-30 00:00:00,79151758
151,.xxx_en.wikipedia.org_all-access_all-agents,2016-05-31 00:00:00,76432734
152,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-01 00:00:00,76099402
153,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-02 00:00:00,73164003
154,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-03 00:00:00,69978124
155,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-04 00:00:00,71140874
156,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-05 00:00:00,77626256
157,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-06 00:00:00,85004456
158,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-07 00:00:00,77313646
159,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-08 00:00:00,79042515
160,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-09 00:00:00,75705535
161,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-10 00:00:00,72696845
162,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-11 00:00:00,76053682
163,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-12 00:00:00,80816517
164,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-13 00:00:00,85386808
165,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-14 00:00:00,81463931
166,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-15 00:00:00,77874399
167,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-16 00:00:00,73406217
168,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-17 00:00:00,70676198
169,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-18 00:00:00,70691128
170,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-19 00:00:00,74780827
171,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-20 00:00:00,83506710
172,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-21 00:00:00,77939684
173,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-22 00:00:00,79238105
174,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-23 00:00:00,77644908
175,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-24 00:00:00,76011332
176,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-25 00:00:00,73521761
177,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-26 00:00:00,76719839
178,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-27 00:00:00,82400823
179,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-28 00:00:00,79237966
180,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-29 00:00:00,77260106
181,.xxx_en.wikipedia.org_all-access_all-agents,2016-06-30 00:00:00,84148647
182,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-01 00:00:00,72523003
183,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-02 00:00:00,75371684
184,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-03 00:00:00,78499967
185,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-04 00:00:00,84378469
186,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-05 00:00:00,84721824
187,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-06 00:00:00,96643509
188,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-07 00:00:00,73502060
189,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-08 00:00:00,68329415
190,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-09 00:00:00,71486666
191,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-10 00:00:00,80855436
192,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-11 00:00:00,88256209
193,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-12 00:00:00,78034988
194,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-13 00:00:00,75872729
195,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-14 00:00:00,74218220
196,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-15 00:00:00,70251064
197,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-16 00:00:00,72518312
198,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-17 00:00:00,76052523
199,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-18 00:00:00,80952915
200,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-19 00:00:00,82105890
201,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-20 00:00:00,109122518
202,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-21 00:00:00,148842089
203,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-22 00:00:00,170345959
204,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-23 00:00:00,171316455
205,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-24 00:00:00,184048985
206,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-25 00:00:00,201982276
207,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-26 00:00:00,203338867
208,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-27 00:00:00,200452997
209,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-28 00:00:00,198461781
210,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-29 00:00:00,190101064
211,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-30 00:00:00,180843274
212,.xxx_en.wikipedia.org_all-access_all-agents,2016-07-31 00:00:00,189342857
213,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-01 00:00:00,202224942
214,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-02 00:00:00,196139694
215,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-03 00:00:00,171722345
216,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-04 00:00:00,152488615
217,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-05 00:00:00,152643579
218,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-06 00:00:00,155698223
219,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-07 00:00:00,160211445
220,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-08 00:00:00,177496174
221,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-09 00:00:00,177541513
222,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-10 00:00:00,184094324
223,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-11 00:00:00,184714460
224,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-12 00:00:00,181534329
225,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-13 00:00:00,177222942
226,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-14 00:00:00,180269228
227,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-15 00:00:00,192061964
228,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-16 00:00:00,175319654
229,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-17 00:00:00,84509239
230,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-18 00:00:00,78821004
231,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-19 00:00:00,73982993
232,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-20 00:00:00,77808757
233,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-21 00:00:00,82093270
234,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-22 00:00:00,87873865
235,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-23 00:00:00,87412828
236,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-24 00:00:00,84452641
237,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-25 00:00:00,79745522
238,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-26 00:00:00,76518336
239,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-27 00:00:00,85501087
240,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-28 00:00:00,89381676
241,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-29 00:00:00,100768717
242,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-30 00:00:00,111484436
243,.xxx_en.wikipedia.org_all-access_all-agents,2016-08-31 00:00:00,114966744
244,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-01 00:00:00,117601779
245,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-02 00:00:00,115224578
246,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-03 00:00:00,118061300
247,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-04 00:00:00,116909252
248,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-05 00:00:00,105180365
249,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-06 00:00:00,99602703
250,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-07 00:00:00,87758927
251,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-08 00:00:00,82320484
252,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-09 00:00:00,77229951
253,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-10 00:00:00,79384680
254,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-11 00:00:00,82491248
255,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-12 00:00:00,79654345
256,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-13 00:00:00,85187380
257,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-14 00:00:00,92654702
258,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-15 00:00:00,93284934
259,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-16 00:00:00,79416111
260,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-17 00:00:00,82845701
261,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-18 00:00:00,84077042
262,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-19 00:00:00,90533733
263,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-20 00:00:00,80357982
264,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-21 00:00:00,85789813
265,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-22 00:00:00,83678273
266,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-23 00:00:00,80376919
267,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-24 00:00:00,80248795
268,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-25 00:00:00,82733414
269,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-26 00:00:00,89784055
270,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-27 00:00:00,89647951
271,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-28 00:00:00,86902611
272,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-29 00:00:00,84322785
273,.xxx_en.wikipedia.org_all-access_all-agents,2016-09-30 00:00:00,77999441
274,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-01 00:00:00,83332659
275,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-02 00:00:00,85665767
276,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-03 00:00:00,94163009
277,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-04 00:00:00,93584059
278,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-05 00:00:00,109297996
279,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-06 00:00:00,113357103
280,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-07 00:00:00,78186572
281,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-08 00:00:00,81404620
282,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-09 00:00:00,85736029
283,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-10 00:00:00,91172504
284,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-11 00:00:00,79177456
285,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-12 00:00:00,75129683
286,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-13 00:00:00,82611882
287,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-14 00:00:00,81832657
288,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-15 00:00:00,86600492
289,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-16 00:00:00,91967360
290,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-17 00:00:00,95778122
291,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-18 00:00:00,91472917
292,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-19 00:00:00,87494243
293,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-20 00:00:00,83831667
294,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-21 00:00:00,78050590
295,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-22 00:00:00,81251136
296,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-23 00:00:00,83627769
297,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-24 00:00:00,90688243
298,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-25 00:00:00,87399141
299,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-26 00:00:00,84688006
300,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-27 00:00:00,82453260
301,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-28 00:00:00,75555415
302,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-29 00:00:00,77662034
303,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-30 00:00:00,79964192
304,.xxx_en.wikipedia.org_all-access_all-agents,2016-10-31 00:00:00,86788935
305,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-01 00:00:00,85839322
306,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-02 00:00:00,85567323
307,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-03 00:00:00,83787745
308,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-04 00:00:00,78804634
309,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-05 00:00:00,82682572
310,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-06 00:00:00,86011864
311,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-07 00:00:00,91065101
312,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-08 00:00:00,92763641
313,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-09 00:00:00,119335114
314,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-10 00:00:00,102331947
315,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-11 00:00:00,88879959
316,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-12 00:00:00,88204113
317,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-13 00:00:00,89722213
318,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-14 00:00:00,95914978
319,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-15 00:00:00,91441556
320,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-16 00:00:00,89250444
321,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-17 00:00:00,84660292
322,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-18 00:00:00,78866960
323,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-19 00:00:00,81363145
324,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-20 00:00:00,78553745
